,ID,YR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,RACE,GENDER,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
80,94,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,39600,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,6,0,No children yet,No,NEVER,27000,44000,-4,None,No,No,40,-4,-4,-4,-4,-4,2,26500,1: EMPLOYED,
81,95,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,5,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,3,24,No,NEVER,12000,50000,No,High school diploma (or equivalent),No,No,33,2000,-4,2000,-4,-4,2,148666,1: EMPLOYED,
82,96,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,3,23000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,15,2,18,Yes,BOTH CHILD AND ADULT,23000,53500,-4,High school diploma (or equivalent),No,Yes,46,-4,-4,-4,-4,-4,2,250,1: EMPLOYED,
83,97,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,69500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,5,2,29,Yes,ADULT ONLY,36000,52000,No,Associate/Junior College (AA),No,Yes,32,4901,-4,0,-4,-4,2,76300,1: EMPLOYED,
84,98,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,9072,1: IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,8,2,29,Yes,ADULT ONLY,0,11500,Yes,High school diploma (or equivalent),No,Yes,-4,2208,-4,2208,-4,2500,0,1310,3: OUT OF LABOR FORCE,
85,99,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,45500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,6,2,29,Yes,ADULT ONLY,500,35000,No,Associate/Junior College (AA),No,Yes,5,506,-4,506,-4,-4,2,160500,1: EMPLOYED,
86,100,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,5,36000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,3,21,Yes,ADULT ONLY,26000,80000,No,High school diploma (or equivalent),No,Yes,56,506,-4,506,-4,-4,2,-32934,1: EMPLOYED,
87,101,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,4,57000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,6,2,24,No,NEVER,54000,112000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,60,913,-4,913,-4,4200,2,147000,1: EMPLOYED,
88,102,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,3,-1,-3,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,3,1,27,No,NEVER,-1,32000,No,Bachelor of Science (BS),No,Yes,35,701,-4,701,-4,-4,2,-1,1: EMPLOYED,
89,103,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,3,47300,0: NOT IN POVERTY,1: NORTHEAST,2: 2  SEPARATED,0,0: RURAL,9,1,33,No,NEVER,47000,100000,Yes,Bachelor of Science (BS),No,Yes,37,509,-4,509,-4,3500,2,41500,1: EMPLOYED,
90,104,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,7,0,No children yet,No,NEVER,40800,53000,No,-5,-5,No,45,2001,-4,2001,-4,-5,2,21500,1: EMPLOYED,
91,105,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,52200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,0,No children yet,No,NEVER,26200,54000,-4,High school diploma (or equivalent),Yes,No,35,506,-4,506,-4,-4,2,24100,1: EMPLOYED,
92,106,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,53000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,6,0,No children yet,No,NEVER,52000,125000,Yes,Bachelor of Arts Degree (BA),No,Yes,50,502,-4,502,-4,-4,2,57500,1: EMPLOYED,
93,107,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,54030,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,4,0,No children yet,No,NEVER,28000,54000,No,Bachelor of Science (BS),No,Yes,77,2104,-4,2005,-4,-4,2,31600,1: EMPLOYED,
94,108,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,Yes,2,42200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,12,0,36,No,NEVER,20000,95000,Yes,Other (SPECIFY),No,No,35,2205,-4,2205,-4,20000,2,21200,1: EMPLOYED,
95,109,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,36130,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,5,0,No children yet,No,NEVER,36000,40300,-4,High school diploma (or equivalent),No,No,37,4901,-4,4901,-4,-5,2,-25700,1: EMPLOYED,
96,110,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,4,52200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,9,2,26,No,NEVER,42900,115000,-4,High school diploma (or equivalent),No,No,40,701,-4,701,-4,-4,2,57500,1: EMPLOYED,
97,111,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,5,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,6,3,22,No,NEVER,-2,40000,-4,High school diploma (or equivalent),No,Yes,50,-4,-4,-4,-4,-4,2,68900,2: UNEMPLOYED,
98,112,1994,63,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,3,79600,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,21,1,18,No,NEVER,20000,32000,-4,High school diploma (or equivalent),Yes,Yes,83,-4,-4,-4,-4,-4,3,43900,1: EMPLOYED,
99,117,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,5,62250,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,2,3,26,No,NEVER,54000,83000,No,Associate/Junior College (AA),No,Yes,50,1009,-4,1009,-4,-4,2,135000,1: EMPLOYED,
100,118,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,3,56000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,16,1,19,Yes,ADULT ONLY,22000,36400,-4,-5,Yes,Yes,48,-4,-4,-4,-4,-5,2,1650,1: EMPLOYED,
101,119,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,5000,1: IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,15,0,No children yet,Yes,ADULT ONLY,5000,40000,Yes,High school diploma (or equivalent),No,Yes,30,1014,-4,1014,-4,12200,2,27000,1: EMPLOYED,
102,120,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,98000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,16,0,No children yet,Yes,ADULT ONLY,101653,307823,Yes,Bachelor of Science (BS),No,No,70,2207,-4,2207,-4,10000,2,946749,1: EMPLOYED,
103,121,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,4,1750,1: IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,6,1,27,Yes,BOTH CHILD AND ADULT,1200,60000,Yes,Bachelor of Arts Degree (BA),No,No,40,4901,-4,4901,-4,10500,1,2900,1: EMPLOYED,
104,122,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1993,Yes,3,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,12,1,31,No,NEVER,45000,100000,-4,High school diploma (or equivalent),No,Yes,55,-4,-4,-4,-4,-4,2,157933,1: EMPLOYED,
105,123,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,4,71200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,2,27,No,NEVER,31000,31000,Yes,Bachelor of Science (BS),No,No,40,906,-4,906,-4,787,2,53500,1: EMPLOYED,
106,124,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,4,54600,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,20,2,27,Yes,ADULT ONLY,0,9000,No,Associate/Junior College (AA),Yes,Yes,-4,420,-4,420,-4,-4,0,21000,3: OUT OF LABOR FORCE,
107,125,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,37500,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,0: RURAL,6,0,No children yet,Yes,ADULT ONLY,37500,37500,Yes,High school diploma (or equivalent),No,No,48,506,-4,506,-4,-5,2,26030,1: EMPLOYED,
108,126,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,4,80500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,3,2,26,No,NEVER,46000,85000,Yes,Associate/Junior College (AA),No,No,51,501,-4,501,-4,-4,2,946749,1: EMPLOYED,
109,127,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,3,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,8,0,No children yet,No,NEVER,120,2501,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,1,0,3: OUT OF LABOR FORCE,
110,128,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,4,79000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,2,23,No,NEVER,33000,79300,-4,High school diploma (or equivalent),No,No,37,514,-4,514,-4,-4,2,59000,1: EMPLOYED,
111,129,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,55500,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,8,0,No children yet,No,NEVER,55000,115000,Yes,Bachelor of Science (BS),No,No,62,1905,-4,1905,-4,5000,2,52000,1: EMPLOYED,
112,133,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,3,43950,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,11,1,29,No,NEVER,32000,57000,No,High school diploma (or equivalent),No,No,38,-3,-4,-3,-4,-5,2,2700,1: EMPLOYED,
113,134,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1991,Yes,3,81140,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,29,1: URBAN,9,1,29,No,NEVER,62500,80000,-4,High school diploma (or equivalent),No,Yes,60,-4,-4,-4,-4,-4,2,946749,1: EMPLOYED,
114,135,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,Yes,2,65230,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,13,0,30,No,NEVER,34000,90000,No,High school diploma (or equivalent),No,Yes,80,703,-4,703,-4,-4,4,214000,1: EMPLOYED,
115,136,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,46,1: URBAN,4,0,No children yet,Yes,ADULT ONLY,1000,22000,No,High school diploma (or equivalent),No,Yes,12,-4,-4,-4,-4,-4,1,0,3: OUT OF LABOR FORCE,
116,137,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,4,88000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,2,26,No,NEVER,50000,312324,Yes,Bachelor of Science (BS),No,Yes,72,904,-4,904,-4,5000,2,98000,1: EMPLOYED,
117,138,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1989,Yes,5,56000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,13,3,26,No,NEVER,7000,18200,Yes,Bachelor of Science (BS),No,No,26,835,-4,835,-4,6300,2,59500,1: EMPLOYED,
118,140,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1993,Yes,3,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,5,1,34,No,NEVER,42000,80000,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,35,820,-4,820,-4,-4,2,367163,3: OUT OF LABOR FORCE,
119,141,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,15,0,No children yet,Yes,ADULT ONLY,0,65000,Yes,Bachelor of Arts Degree (BA),No,Yes,-4,1102,-4,1102,-4,6500,1,-15480,3: OUT OF LABOR FORCE,
120,142,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,48200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,5,0,No children yet,No,NEVER,33000,62000,-4,High school diploma (or equivalent),No,Yes,45,-4,-4,-4,-4,-4,2,120800,1: EMPLOYED,
121,143,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,6,77050,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,9,4,23,No,NEVER,37000,78000,-4,Bachelor of Science (BS),No,No,40,-4,-4,1203,-4,18000,2,47318,1: EMPLOYED,
122,144,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,3,28978,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,5,1,27,No,NEVER,0,20000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,24000,3: OUT OF LABOR FORCE,
123,145,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,5,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,11,0,No children yet,Yes,ADULT ONLY,10000,20000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,0,1: EMPLOYED,
124,146,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,3,24543,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,8,1,22,No,NEVER,18900,93000,Yes,High school diploma (or equivalent),No,Yes,50,910,-4,910,-4,1000,2,6000,1: EMPLOYED,
125,147,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,43200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,3,2,25,No,NEVER,0,18000,No,High school diploma (or equivalent),No,No,-4,506,-4,506,-4,-4,0,163100,3: OUT OF LABOR FORCE,
126,148,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,36600,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,7,0,No children yet,No,NEVER,36500,47000,-4,High school diploma (or equivalent),No,Yes,45,-4,-4,-4,-4,-4,2,22750,1: EMPLOYED,
127,149,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1991,Yes,4,74000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,6,2,27,No,NEVER,43500,114000,-4,High school diploma (or equivalent),No,Yes,36,-4,-4,-4,-4,-4,2,73000,1: EMPLOYED,
128,150,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,2,50000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,25,0,No children yet,Yes,ADULT ONLY,25000,26000,-4,High school diploma (or equivalent),No,No,88,-4,-4,-4,-4,-4,3,21500,1: EMPLOYED,
129,151,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,2,-1,-3,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,17,0,No children yet,Yes,ADULT ONLY,-1,74283,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-5,2,-1,1: EMPLOYED,
130,152,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,45500,0: NOT IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,0,1: URBAN,7,0,No children yet,No,NEVER,45400,114000,No,High school diploma (or equivalent),Yes,No,40,506,-4,506,-4,-4,2,72000,1: EMPLOYED,
131,153,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,43000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,10,2,22,No,NEVER,20000,35063,,High school diploma (or equivalent),No,No,68,-4,-4,-4,-4,-4,3,5000,1: EMPLOYED,
132,155,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,1,-2,-3,1: NORTHEAST,2: 2  SEPARATED,1,1: URBAN,24,0,23,No,NEVER,38000,60000,-4,High school diploma (or equivalent),Yes,Yes,125,-4,-4,-4,-4,-4,3,1800,1: EMPLOYED,
133,156,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1979,Yes,2,38000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,2,0,19,Yes,ADULT ONLY,18000,35000,No,None,Yes,Yes,50,-4,-4,-4,-4,-4,2,-5000,1: EMPLOYED,
134,157,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,5,141600,0: NOT IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,3,1: URBAN,9,2,23,No,NEVER,600,125000,No,"Master's Degree (MA, MBA, MS, MSW)",Yes,Yes,15,802,-4,827,-4,22000,0,-1000,1: EMPLOYED,
135,158,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,48000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,9,2,26,No,NEVER,12000,65000,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,20,1501,-4,1501,-4,10000,2,70000,1: EMPLOYED,
136,159,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,7,85400,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,7,5,24,No,NEVER,40000,95000,No,Bachelor of Science (BS),No,No,35,502,-4,502,-4,-5,2,122400,1: EMPLOYED,
137,160,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,2,34700,0: NOT IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,0,1: URBAN,13,1,30,No,NEVER,33000,80000,No,Associate/Junior College (AA),Yes,No,35,501,-4,501,-4,-4,2,16500,1: EMPLOYED,
138,161,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1994,Yes,3,80687,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,10,1,32,Yes,ADULT ONLY,27500,52000,No,High school diploma (or equivalent),No,Yes,14,514,-4,514,-4,-4,2,380717,1: EMPLOYED,
139,162,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,5,73010,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,10,3,28,No,NEVER,101653,101653,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,No,50,801,-4,701,-4,11000,2,20750,1: EMPLOYED,
140,164,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,-2,-3,1: NORTHEAST,3: 3  DIVORCED,0,0: RURAL,14,0,No children yet,No,NEVER,25000,47000,No,High school diploma (or equivalent),Yes,No,37,-4,-4,-4,-4,-5,2,25000,1: EMPLOYED,
141,165,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,4,83600,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,8,2,27,Yes,ADULT ONLY,7000,50000,-4,High school diploma (or equivalent),No,No,36,-4,-4,-4,-4,-4,1,151500,1: EMPLOYED,
142,166,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,3,72010,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,1,28,No,NEVER,35000,82000,-4,High school diploma (or equivalent),No,No,45,909,-4,909,-4,-5,2,159500,1: EMPLOYED,
143,167,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,3,20764,0: NOT IN POVERTY,1: NORTHEAST,2: 2  SEPARATED,0,1: URBAN,16,2,25,Yes,ADULT ONLY,12000,30000,-4,High school diploma (or equivalent),No,Yes,20,-4,-4,-4,-4,-5,2,41350,2: UNEMPLOYED,
144,170,1994,57,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,9180,1: IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,Yes,ADULT ONLY,-3,39389,Yes,High school diploma (or equivalent),No,No,35,506,-4,506,-4,600,2,45108,1: EMPLOYED,
145,171,1994,62,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,6,83350,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,7,2,28,No,NEVER,40000,114000,No,Bachelor of Science (BS),No,Yes,46,-3,-4,-3,-4,5000,2,311963,1: EMPLOYED,
146,172,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1993,Yes,2,7000,1: IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,0,1: URBAN,0,1,35,Yes,ADULT ONLY,0,8061,-4,None,Yes,No,-4,-4,-4,-4,-4,-4,0,11,3: OUT OF LABOR FORCE,
147,174,1994,60,IN THE US,HISPANIC,FEMALE,1985,Yes,4,78000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,13,2,24,No,NEVER,28000,65000,No,High school diploma (or equivalent),No,Yes,35,1009,-4,1009,-4,200,2,138666,1: EMPLOYED,
148,178,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,31000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,9,0,No children yet,Yes,ADULT ONLY,3000,312324,Yes,Bachelor of Arts Degree (BA),No,No,95,502,-4,502,-4,38000,3,28300,1: EMPLOYED,
149,179,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,4,71400,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,2,22,No,NEVER,21000,40000,-4,High school diploma (or equivalent),No,Yes,20,-4,-4,-4,-4,-4,2,181000,1: EMPLOYED,
150,180,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1978,Yes,5,84400,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,3,20,No,NEVER,38000,78000,No,Other (SPECIFY),No,Yes,86,502,-4,502,-4,-5,2,190200,1: EMPLOYED,
151,183,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,5,60300,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,2,3,25,No,NEVER,0,34000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,51600,3: OUT OF LABOR FORCE,
152,184,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1999,Yes,1,32000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,11,0,38,No,NEVER,32000,41000,No,Bachelor of Science (BS),No,Yes,55,1011,-4,1011,-4,12000,2,7500,1: EMPLOYED,
153,185,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1997,No,2,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,9,0,32,No,NEVER,15500,59000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,-1000,1: EMPLOYED,
154,186,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1991,Yes,3,189918,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,1,31,Yes,ADULT ONLY,50000,110000,Yes,Associate/Junior College (AA),No,Yes,40,4901,-4,4901,-4,10000,2,106500,1: EMPLOYED,
155,187,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,3,82200,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,16,0,No children yet,No,NEVER,38000,42000,No,High school diploma (or equivalent),No,Yes,56,701,-4,701,-4,-5,2,27000,1: EMPLOYED,
156,188,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,No,3,20112,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,9,1,26,No,NEVER,5300,17000,-4,High school diploma (or equivalent),No,Yes,25,-4,-4,-4,-4,-4,2,1000,1: EMPLOYED,
157,189,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,33500,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,5,0,No children yet,No,NEVER,33000,130000,No,Bachelor of Science (BS),No,No,40,701,-4,400,-4,3000,2,64500,1: EMPLOYED,
158,190,1994,61,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,1995,Yes,2,57000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,8,0,33,Yes,ADULT ONLY,0,142000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,-4,4901,-4,4901,-4,-4,0,64000,3: OUT OF LABOR FORCE,
159,191,1994,63,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1994,Yes,3,89400,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,6,1,30,No,NEVER,42700,150000,Yes,Other (SPECIFY),No,Yes,55,4901,-4,4901,-4,7500,2,45500,2: UNEMPLOYED,
